"Owner","TreeFarm","StandNo","SubPlot","V1","V2","V3","Vmax","DW","JulianDate","AirTemp"
"PBTF","CL","33554",5,0,0,0,0,1,134,23
"PBTF","CL","33554",6,0,0,0,0,4,134,21
"PBTF","CL","33554",7,0,0,0,0,2,134,20.5
"PBTF","CL","33628",1,0,0,0,0,2,111,12
"PBTF","CL","33628",2,0,0,0,0,1,111,12.5
"PBTF","CL","33628",3,0,0,0,0,1,111,12
"PBTF","CL","33628",4,0,0,1,1,3,111,12
"PBTF","CL","33628",5,0,1,0,1,3,111,12
"PBTF","CL","33628",6,0,0,0,0,1,111,10.5
"PBTF","CL","33628",7,0,0,0,0,7,111,8
"PBTF","CL","33651",1,0,0,0,0,2,151,21
"PBTF","CL","33651",2,0,0,1,1,6,151,20
"PBTF","CL","33651",3,0,0,0,0,2,151,21
"PBTF","CL","33651",4,0,0,0,0,0,151,21
"PBTF","CL","33651",5,0,0,0,0,0,151,22
"PBTF","CL","33651",6,0,0,0,0,0,151,22
"PBTF","CL","33651",7,0,0,0,0,0,151,21.5
"PBTF","CL","33689",1,0,0,0,0,1,124,7
"PBTF","CL","33689",2,0,0,0,0,0,124,8
"PBTF","CL","33689",3,1,0,0,1,1,124,8.5
"PBTF","CL","33689",4,0,1,0,1,0,124,10
"PBTF","CL","33689",5,0,1,0,1,0,124,10
"PBTF","CL","33689",6,0,1,0,1,0,124,10.5
"PBTF","CL","33689",7,1,NA,NA,1,1,124,11
"PBTF","CL","33754",1,0,0,0,0,0,141,15
"PBTF","CL","33754",2,0,0,0,0,0,141,15
"PBTF","CL","33754",3,0,0,0,0,1,141,15
"PBTF","CL","33754",4,0,0,0,0,0,141,15
"PBTF","CL","33754",5,0,0,0,0,0,141,16
"PBTF","CL","33754",6,0,0,0,0,0,141,16
"PBTF","CL","33754",7,0,0,0,0,1,141,17.5
"PBTF","CL","33810",1,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","33810",2,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","33810",3,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","33810",4,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","33810",5,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","33810",6,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","33810",7,NA,NA,NA,NA,NA,NA,NA
"PBTF","CL","34007",1,0,0,0,0,1,147,15
"PBTF","CL","34007",2,1,NA,NA,1,2,147,15.5
"PBTF","CL","34007",3,0,0,0,0,3,147,16
"PBTF","CL","34007",4,0,0,0,0,0,147,17
"PBTF","CL","34007",5,0,0,0,0,3,147,17
"PBTF","CL","34007",6,0,0,0,0,2,147,17
"PBTF","CL","34007",7,0,0,0,0,1,147,17
"PBTF","CL","34017",1,0,0,0,0,1,132,10
"PBTF","CL","34017",2,0,0,0,0,0,132,10
"PBTF","CL","34017",3,0,1,0,1,0,132,10
"PBTF","CL","34017",4,0,0,0,0,0,132,10.5
"PBTF","CL","34017",5,0,0,0,0,0,132,10
"PBTF","CL","34017",6,0,1,1,1,1,132,10
"PBTF","CL","34017",7,0,0,0,0,1,132,10
"PBTF","CL","408143",1,0,0,1,1,1,126,6.5
"PBTF","CL","408143",2,0,0,0,0,2,126,7
"PBTF","CL","408143",3,0,0,0,0,2,126,7
"PBTF","CL","408143",4,0,0,0,0,0,126,9
"PBTF","CL","408143",5,0,0,0,0,1,126,9.5
"PBTF","CL","408143",6,0,0,1,1,1,126,8.5
"PBTF","CL","408143",7,0,1,0,1,3,126,9
"PBTF","CL","408161",1,0,0,0,0,2,153,11
"PBTF","CL","408161",2,0,0,0,0,2,153,11
"PBTF","CL","408161",3,1,1,1,1,1,153,11
"PBTF","CL","408161",4,0,0,0,0,3,153,11
"PBTF","CL","408161",5,0,1,1,1,0,153,11
"PBTF","CL","408161",6,1,0,0,1,3,153,10.5
"PBTF","CL","408161",7,0,0,0,0,4,153,10
"PBTF","CL","408162",1,0,0,0,0,1,138,14
"PBTF","CL","408162",2,0,0,1,1,1,138,14.5
"PBTF","CL","408162",3,0,0,2,2,5,138,16
"PBTF","CL","408162",4,0,0,0,0,4,138,15.5
"PBTF","CL","408162",5,1,1,1,1,1,138,14.5
"PBTF","CL","408162",6,0,1,0,1,1,138,15
"PBTF","CL","408162",7,0,0,0,0,0,138,14.5
"PBTF","CL","408178",1,0,0,0,0,4,118,13
"PBTF","CL","408178",2,0,0,0,0,4,118,13.5
"PBTF","CL","408178",3,0,0,0,0,0,118,15.5
"PBTF","CL","408178",4,0,0,0,0,6,118,17
"PBTF","CL","408178",5,0,0,1,1,2,118,10
"PBTF","CL","408178",6,0,1,0,1,0,118,7.5
"PBTF","CL","408178",7,0,0,0,0,0,118,8
"PBTF","CL","408180",1,0,0,0,0,1,154,NA
"PBTF","CL","408180",2,0,0,0,0,2,154,NA
"PBTF","CL","408180",3,0,0,0,0,1,154,NA
"PBTF","CL","408180",4,0,0,0,0,3,154,NA
"PBTF","CL","408180",5,0,0,0,0,2,154,NA
"PBTF","CL","408180",6,1,0,0,1,4,154,NA
"PBTF","CL","408180",7,0,0,0,0,3,154,NA
"PBTF","SP","408180",1,NA,NA,NA,NA,NA,NA,11
"PBTF","SP","408180",2,NA,NA,NA,NA,NA,NA,10.5
"PBTF","SP","408180",3,NA,NA,NA,NA,NA,NA,12
"PBTF","SP","408180",4,NA,NA,NA,NA,NA,NA,12
"PBTF","SP","408180",5,NA,NA,NA,NA,NA,NA,12
"PBTF","SP","408180",6,NA,NA,NA,NA,NA,NA,11.5
"PBTF","SP","408180",7,NA,NA,NA,NA,NA,NA,11.5
"WY","CL","10078",1,0,0,0,0,6,152,9
"WY","CL","10078",2,0,0,0,0,2,152,9
"WY","CL","10078",3,0,0,0,0,2,152,9
"WY","CL","10078",4,0,0,0,0,3,152,9
"WY","CL","10078",5,0,1,NA,1,4,152,8.5
"WY","CL","10078",6,0,0,0,0,2,152,9
"WY","CL","10078",7,0,0,0,0,0,152,10
"WY","CL","10153",1,0,0,0,0,5,154,9
"WY","CL","10153",2,0,0,0,0,2,154,9
"WY","CL","10153",3,0,0,0,0,4,154,9
"WY","CL","10153",4,0,0,0,0,4,154,10
"WY","CL","10153",5,0,0,0,0,4,154,11
"WY","CL","10153",6,1,2,0,2,3,154,12
"WY","CL","10153",7,0,0,0,0,1,154,13
"WY","CL","10185",1,1,NA,NA,1,2,148,15
"WY","CL","10185",2,0,0,0,0,4,148,16
"WY","CL","10185",3,0,1,0,1,2,148,16.5
"WY","CL","10185",4,1,NA,NA,1,5,148,17.5
"WY","CL","10185",5,0,0,0,0,4,148,18
"WY","CL","10185",6,0,0,0,0,2,148,18
"WY","CL","10185",7,0,0,0,0,5,148,20
"WY","CL","10399",1,0,0,0,0,4,119,7
"WY","CL","10399",2,0,0,0,0,5,119,8
"WY","CL","10399",3,0,0,0,0,6,119,8
"WY","CL","10399",4,0,0,0,0,4,119,10
"WY","CL","10399",5,0,0,0,0,7,119,11
"WY","CL","10399",6,0,0,0,0,3,119,9
"WY","CL","10399",7,0,0,0,0,4,119,11
"WY","CL","10444",1,0,0,0,0,3,110,18
"WY","CL","10444",2,0,0,0,0,2,110,17
"WY","CL","10444",3,0,0,0,0,1,110,19
"WY","CL","10444",4,0,0,0,0,0,110,19
"WY","CL","10444",5,0,0,0,0,0,110,20
"WY","CL","10444",6,0,0,1,1,5,110,18.5
"WY","CL","10444",7,0,0,0,0,2,110,17
"WY","CL","10467",1,0,0,0,0,1,152,8
"WY","CL","10467",2,0,0,0,0,1,152,12
"WY","CL","10467",3,0,0,0,0,3,152,12.5
"WY","CL","10467",4,0,0,0,0,3,152,11.5
"WY","CL","10467",5,0,0,0,0,3,152,11
"WY","CL","10467",6,0,0,0,0,0,152,12
"WY","CL","10467",7,0,0,0,0,4,152,12
"WY","CL","10482",1,0,0,0,0,3,127,6
"WY","CL","10482",2,0,0,0,0,3,127,6.5
"WY","CL","10482",3,0,0,0,0,3,127,7.5
"WY","CL","10482",4,0,0,0,0,2,127,9
"WY","CL","10482",5,0,0,0,0,4,127,12
"WY","CL","10482",6,0,0,0,0,3,127,12
"WY","CL","10482",7,0,0,0,0,4,127,11.5
"WY","CL","10488",1,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10488",2,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10488",3,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10488",4,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10488",5,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10488",6,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10488",7,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",1,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",2,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",3,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",4,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",5,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",6,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10498",7,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10506",1,0,0,0,0,6,113,5
"WY","CL","10506",2,0,0,0,0,8,113,6
"WY","CL","10506",3,0,0,0,0,4,113,6
"WY","CL","10506",4,0,0,0,0,0,113,7
"WY","CL","10506",5,0,0,0,0,2,113,7.5
"WY","CL","10506",6,0,0,0,0,5,113,9
"WY","CL","10506",7,0,0,0,0,3,113,7
"WY","CL","10553",1,0,0,0,0,6,146,10
"WY","CL","10553",2,0,0,0,0,1,146,10
"WY","CL","10553",3,0,0,0,0,4,146,10.5
"WY","CL","10553",4,0,0,0,0,1,146,11
"WY","CL","10553",5,0,0,0,0,5,146,11
"WY","CL","10553",6,0,0,0,0,3,146,11.5
"WY","CL","10553",7,0,0,0,0,2,146,12
"WY","CL","10597",1,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10597",2,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10597",3,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10597",4,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10597",5,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10597",6,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10597",7,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",1,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",2,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",3,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",4,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",5,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",6,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10711",7,NA,NA,NA,NA,NA,NA,NA
"WY","CL","10963",1,0,0,0,0,7,117,11
"WY","CL","10963",2,0,0,2,2,6,117,14.5
"WY","CL","10963",3,0,0,0,0,1,117,16
"WY","CL","10963",4,0,0,0,0,4,117,17
"WY","CL","10963",5,0,0,0,0,0,117,18
"WY","CL","10963",6,0,0,0,0,4,117,17
"WY","CL","10963",7,0,0,0,0,0,117,18.5
"WY","CL","10965",1,0,0,0,0,5,112,2.5
"WY","CL","10965",2,0,0,0,0,1,112,2.5
"WY","CL","10965",3,0,0,0,0,0,112,2
"WY","CL","10965",4,0,0,0,0,3,112,4.5
"WY","CL","10965",5,0,0,0,0,5,112,4
"WY","CL","10965",6,0,0,0,0,4,112,5
"WY","CL","10965",7,0,0,0,0,5,112,6
"WY","CL","10968",1,0,0,0,0,2,139,10
"WY","CL","10968",2,0,1,0,1,8,139,10
"WY","CL","10968",3,0,0,0,0,9,139,10
"WY","CL","10968",4,0,0,0,0,6,139,10
"WY","CL","10968",5,0,0,0,0,4,139,10.5
"WY","CL","10968",6,0,1,0,1,3,139,11
"WY","CL","10968",7,0,0,0,0,5,139,10.5
"WY","CL","11079",1,0,0,0,0,9,131,7
"WY","CL","11079",2,0,0,0,0,0,131,7.5
"WY","CL","11079",3,0,0,0,0,1,131,8
"WY","CL","11079",4,0,0,0,0,2,131,9
"WY","CL","11079",5,0,0,0,0,1,131,9
"WY","CL","11079",6,0,0,0,0,1,131,9
"WY","CL","11079",7,0,0,0,0,1,131,8
"WY","SP","20031",1,0,0,0,0,3,152,12
"WY","SP","20031",2,0,0,0,0,2,152,11
"WY","SP","20031",3,0,0,0,0,5,152,10
"WY","SP","20031",4,0,0,0,0,1,152,10
"WY","SP","20031",5,0,0,1,1,0,152,13
"WY","SP","20031",6,0,0,0,0,0,152,9
"WY","SP","20031",7,0,0,0,0,4,152,9.5
"WY","SP","20039",1,0,0,0,0,4,161,13.5
"WY","SP","20039",2,0,0,0,0,6,161,14
"WY","SP","20039",3,0,0,0,0,2,161,14
"WY","SP","20039",4,0,0,0,0,6,161,15
"WY","SP","20039",5,0,0,0,0,3,161,16
"WY","SP","20039",6,0,0,0,0,2,161,16.5
"WY","SP","20039",7,0,0,0,0,1,161,16
"WY","SP","20053",1,0,0,0,0,3,162,12
"WY","SP","20053",2,0,0,0,0,5,162,12.5
"WY","SP","20053",3,0,0,0,0,8,162,13
"WY","SP","20053",4,0,0,0,0,3,162,14
"WY","SP","20053",5,0,0,0,0,1,162,15
"WY","SP","20053",6,0,0,0,0,4,162,16
"WY","SP","20053",7,0,0,0,0,6,162,16.5
"WY","SP","20088",1,0,0,0,0,10,152,10.5
"WY","SP","20088",2,0,0,0,0,11,152,10
"WY","SP","20088",3,0,0,0,0,8,152,11
"WY","SP","20088",4,0,0,0,0,6,152,12.5
"WY","SP","20088",5,0,0,0,0,2,152,11
"WY","SP","20088",6,0,0,0,0,1,152,11.5
"WY","SP","20088",7,0,0,0,0,2,152,12
"WY","SP","20090",1,0,0,0,0,8,131,6
"WY","SP","20090",2,0,0,0,0,2,131,6
"WY","SP","20090",3,0,0,0,0,5,131,6
"WY","SP","20090",4,1,0,0,1,0,131,6
"WY","SP","20090",5,0,0,0,0,0,131,7
"WY","SP","20090",6,0,0,0,0,0,131,6.5
"WY","SP","20090",7,0,0,0,0,3,131,6.5
"WY","SP","20194",1,0,0,0,0,2,124,5
"WY","SP","20194",2,0,0,0,0,0,124,6
"WY","SP","20194",3,0,0,0,0,5,124,5
"WY","SP","20194",4,0,0,0,0,2,124,6
"WY","SP","20194",5,0,0,0,0,2,124,7
"WY","SP","20194",6,0,0,0,0,2,124,8
"WY","SP","20194",7,0,0,0,0,2,124,9
"WY","SP","20232",1,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20232",2,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20232",3,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20232",4,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20232",5,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20232",6,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20232",7,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20236",1,0,0,0,0,4,112,1.5
"WY","SP","20236",2,0,0,0,0,2,112,2.5
"WY","SP","20236",3,0,0,0,0,4,112,4
"WY","SP","20236",4,1,NA,NA,1,1,112,5
"WY","SP","20236",5,0,0,0,0,7,112,6
"WY","SP","20236",6,0,0,0,0,4,112,6.5
"WY","SP","20236",7,0,0,0,0,7,112,7
"WY","SP","20237",1,1,0,0,1,7,154,7
"WY","SP","20237",2,0,0,0,0,9,154,7.5
"WY","SP","20237",3,0,0,0,0,10,154,7.5
"WY","SP","20237",4,0,0,0,0,6,154,7.5
"WY","SP","20237",5,0,0,1,1,1,154,8
"WY","SP","20237",6,0,0,0,0,3,154,8.5
"WY","SP","20237",7,1,0,0,1,2,154,8
"WY","SP","20281",1,0,0,0,0,0,153,11.5
"WY","SP","20281",2,0,0,0,0,1,153,11
"WY","SP","20281",3,0,0,0,0,3,153,11.5
"WY","SP","20281",4,0,0,0,0,1,153,11.5
"WY","SP","20281",5,0,0,0,0,0,153,13
"WY","SP","20281",6,0,0,0,0,0,153,16
"WY","SP","20281",7,0,0,0,0,1,153,14
"WY","SP","20283",1,0,0,0,0,5,132,5
"WY","SP","20283",2,0,0,0,0,2,132,5
"WY","SP","20283",3,0,0,0,0,2,132,5
"WY","SP","20283",4,0,0,0,0,1,132,5
"WY","SP","20283",5,0,0,0,0,4,132,5
"WY","SP","20283",6,0,0,0,0,2,132,5.5
"WY","SP","20283",7,0,0,0,0,6,132,6
"WY","SP","20288",1,0,0,0,0,4,125,7
"WY","SP","20288",2,1,0,0,1,2,125,7.5
"WY","SP","20288",3,0,0,0,0,2,125,8
"WY","SP","20288",4,0,0,1,1,3,125,9
"WY","SP","20288",5,0,0,0,0,3,125,10
"WY","SP","20288",6,0,0,0,0,0,125,9
"WY","SP","20288",7,0,0,0,0,2,125,10
"WY","SP","20291",1,0,0,1,1,6,113,4
"WY","SP","20291",2,1,0,0,1,3,113,3.5
"WY","SP","20291",3,0,0,0,0,3,113,5
"WY","SP","20291",4,0,0,0,0,1,113,5
"WY","SP","20291",5,0,0,0,0,3,113,6
"WY","SP","20291",6,0,0,0,0,1,113,5.5
"WY","SP","20291",7,0,0,0,0,0,113,5
"WY","SP","20360",1,0,0,0,0,0,106,8
"WY","SP","20360",2,0,0,0,0,1,106,8.5
"WY","SP","20360",3,0,0,0,0,2,106,11
"WY","SP","20360",4,0,0,1,1,3,106,13.5
"WY","SP","20360",5,1,0,0,1,4,106,14
"WY","SP","20360",6,0,0,0,0,2,106,15
"WY","SP","20360",7,1,0,0,1,1,106,15
"WY","SP","20361",1,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20361",2,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20361",3,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20361",4,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20361",5,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20361",6,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20361",7,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",1,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",2,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",3,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",4,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",5,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",6,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20497",7,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20535",1,1,0,0,1,6,155,10
"WY","SP","20535",2,0,0,0,0,4,155,10
"WY","SP","20535",3,1,0,0,1,1,155,10
"WY","SP","20535",4,0,0,0,0,7,155,10
"WY","SP","20535",5,0,0,0,0,0,155,11
"WY","SP","20535",6,0,0,0,0,2,155,11.5
"WY","SP","20535",7,1,0,0,1,3,155,12.5
"WY","SP","20536",1,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20536",2,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20536",3,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20536",4,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20536",5,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20536",6,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20536",7,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20538",1,0,0,0,0,6,146,8
"WY","SP","20538",2,0,0,0,0,5,146,9.5
"WY","SP","20538",3,0,0,0,0,5,146,9
"WY","SP","20538",4,0,0,0,0,7,146,9.5
"WY","SP","20538",5,0,0,0,0,8,146,10
"WY","SP","20538",6,0,0,0,0,2,146,12.5
"WY","SP","20538",7,0,0,0,0,1,146,12
"WY","SP","20540",1,0,0,0,0,4,110,13.5
"WY","SP","20540",2,0,0,0,0,3,110,15
"WY","SP","20540",3,0,0,0,0,4,110,15
"WY","SP","20540",4,1,0,0,1,3,110,16.5
"WY","SP","20540",5,0,0,0,0,0,110,16.5
"WY","SP","20540",6,1,0,0,1,0,110,17.5
"WY","SP","20540",7,0,0,0,0,3,110,17
"WY","SP","20543",1,0,0,0,0,3,134,5.5
"WY","SP","20543",2,0,0,0,0,8,134,5.5
"WY","SP","20543",3,0,0,0,0,2,134,6
"WY","SP","20543",4,0,0,0,0,3,134,8
"WY","SP","20543",5,0,0,0,0,4,134,8
"WY","SP","20543",6,0,1,0,1,2,134,8.5
"WY","SP","20543",7,0,0,0,0,5,134,10
"WY","SP","20550",1,0,0,0,0,3,117,10.5
"WY","SP","20550",2,0,0,0,0,2,117,12
"WY","SP","20550",3,0,0,0,0,1,117,13.5
"WY","SP","20550",4,1,0,0,1,1,117,14
"WY","SP","20550",5,0,0,0,0,3,117,15
"WY","SP","20550",6,0,0,0,0,2,117,17
"WY","SP","20550",7,0,0,0,0,3,117,17
"WY","SP","20560",1,0,1,0,1,8,154,10.5
"WY","SP","20560",2,0,0,0,0,4,154,10.5
"WY","SP","20560",3,0,0,0,0,3,154,10
"WY","SP","20560",4,0,0,0,0,4,154,13
"WY","SP","20560",5,0,0,0,0,5,154,13
"WY","SP","20560",6,0,0,0,0,3,154,13
"WY","SP","20560",7,0,1,0,1,10,154,13.5
"WY","SP","20565",1,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20565",2,NA,NA,NA,NA,NA,NA,NA
"WY","SP","20565",3,NA,NA,NA,NA,NA,NA,NA
