"site_id","stand","trt","year","subplot","V1","V2","V3"
"10185 _ 1 _ 2024",10185,"BS",2024,"5",0,0,0
"10185 _ 1 _ 2024",10185,"BS",2024,"6",0,0,0
"10185 _ 1 _ 2024",10185,"BS",2024,"7",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"1",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"2",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"3",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"4",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"5",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"6",0,0,0
"10258 _ 1 _ 2023",10258,"BS",2023,"7",0,0,0
"10302 _ 1 _ 2023",10302,"UU",2023,"1",0,0,0
"10302 _ 1 _ 2023",10302,"UU",2023,"2",0,0,0
"10302 _ 1 _ 2023",10302,"UU",2023,"3",0,0,0
"10302 _ 1 _ 2023",10302,"UU",2023,"4",0,0,0
"10302 _ 1 _ 2023",10302,"UU",2023,"5",0,0,0
"10302 _ 1 _ 2023",10302,"UU",2023,"6",0,1,0
"10302 _ 1 _ 2023",10302,"UU",2023,"7",1,0,1
"10302 _ 1 _ 2024",10302,"UU",2024,"1",0,0,0
"10302 _ 1 _ 2024",10302,"UU",2024,"2",0,0,0
"10302 _ 1 _ 2024",10302,"UU",2024,"3",0,0,0
"10302 _ 1 _ 2024",10302,"UU",2024,"4",0,0,0
"10302 _ 1 _ 2024",10302,"UU",2024,"5",0,0,0
"10302 _ 1 _ 2024",10302,"UU",2024,"6",0,1,0
"10302 _ 1 _ 2024",10302,"UU",2024,"7",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"1",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"2",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"3",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"4",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"5",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"6",0,0,0
"10399 _ 1 _ 2023",10399,"HU",2023,"7",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"1",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"2",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"3",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"4",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"5",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"6",0,0,0
"10399 _ 1 _ 2024",10399,"HU",2024,"7",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"1",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"2",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"3",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"4",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"5",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"6",0,0,0
"10403 _ 1 _ 2023",10403,"BS",2023,"7",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"1",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"2",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"3",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"4",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"5",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"6",0,0,0
"10403 _ 1 _ 2024",10403,"BS",2024,"7",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"1",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"2",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"3",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"4",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"5",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"6",0,0,0
"10422 _ 1 _ 2023",10422,"BS",2023,"7",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"1",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"2",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"3",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"4",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"5",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"6",0,0,0
"10422 _ 1 _ 2024",10422,"BS",2024,"7",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"1",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"2",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"3",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"4",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"5",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"6",0,0,0
"10422 _ 2 _ 2024",10422,"BS",2024,"7",0,0,0
"10439 _ 1 _ 2023",10439,"UU",2023,"1",0,0,0
"10439 _ 1 _ 2023",10439,"UU",2023,"2",0,0,0
"10439 _ 1 _ 2023",10439,"UU",2023,"3",0,1,0
"10439 _ 1 _ 2023",10439,"UU",2023,"4",0,0,0
"10439 _ 1 _ 2023",10439,"UU",2023,"5",0,0,0
"10439 _ 1 _ 2023",10439,"UU",2023,"6",0,0,0
"10439 _ 1 _ 2023",10439,"UU",2023,"7",0,0,0
"10439 _ 1 _ 2024",10439,"UU",2024,"1",0,0,0
"10439 _ 1 _ 2024",10439,"UU",2024,"2",0,0,0
"10439 _ 1 _ 2024",10439,"UU",2024,"3",0,0,0
"10439 _ 1 _ 2024",10439,"UU",2024,"4",0,0,0
"10439 _ 1 _ 2024",10439,"UU",2024,"5",0,0,0
"10439 _ 1 _ 2024",10439,"UU",2024,"6",0,1,0
"10439 _ 1 _ 2024",10439,"UU",2024,"7",0,1,1
"10444 _ 1 _ 2023",10444,"HU",2023,"1",0,0,0
"10444 _ 1 _ 2023",10444,"HU",2023,"2",0,0,0
"10444 _ 1 _ 2023",10444,"HU",2023,"3",0,0,0
"10444 _ 1 _ 2023",10444,"HU",2023,"4",0,0,0
"10444 _ 1 _ 2023",10444,"HU",2023,"5",0,0,0
"10444 _ 1 _ 2023",10444,"HU",2023,"6",0,0,0
"10444 _ 1 _ 2023",10444,"HU",2023,"7",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"1",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"2",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"3",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"4",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"5",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"6",0,0,0
"10444 _ 1 _ 2024",10444,"HU",2024,"7",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"1",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"2",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"3",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"4",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"5",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"6",0,0,0
"10463 _ 1 _ 2024",10463,"BS",2024,"7",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"1",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"2",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"3",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"4",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"5",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"6",0,0,0
"10467 _ 1 _ 2023",10467,"HB",2023,"7",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"1",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"2",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"3",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"4",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"5",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"6",0,0,0
"10467 _ 1 _ 2024",10467,"HB",2024,"7",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"1",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"2",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"3",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"4",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"5",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"6",0,0,0
"10471 _ 1 _ 2024",10471,"BS",2024,"7",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"1",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"2",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"3",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"4",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"5",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"6",0,0,0
"10471 _ 2 _ 2024",10471,"BS",2024,"7",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"1",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"2",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"3",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"4",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"5",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"6",0,0,0
"10488 _ 1 _ 2023",10488,"HB",2023,"7",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"1",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"2",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"3",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"4",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"5",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"6",0,0,0
"10498 _ 1 _ 2023",10498,"HB",2023,"7",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"1",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"2",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"3",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"4",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"5",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"6",0,0,0
"10506 _ 1 _ 2023",10506,"BS",2023,"7",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"1",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"2",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"3",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"4",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"5",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"6",0,0,0
"10506 _ 1 _ 2024",10506,"BS",2024,"7",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"1",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"2",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"3",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"4",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"5",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"6",0,0,0
"10550 _ 1 _ 2023",10550,"BS",2023,"7",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"1",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"2",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"3",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"4",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"5",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"6",0,0,0
"10553 _ 1 _ 2023",10553,"HB",2023,"7",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"1",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"2",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"3",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"4",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"5",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"6",0,0,0
"10597 _ 1 _ 2023",10597,"HB",2023,"7",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"1",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"2",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"3",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"4",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"5",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"6",0,0,0
"10597 _ 1 _ 2024",10597,"HB",2024,"7",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"1",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"2",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"3",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"4",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"5",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"6",0,0,0
"10956 _ 1 _ 2023",10956,"BS",2023,"7",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"1",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"2",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"3",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"4",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"5",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"6",0,0,0
"10956 _ 1 _ 2024",10956,"BS",2024,"7",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"1",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"2",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"3",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"4",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"5",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"6",0,0,0
"10963 _ 1 _ 2023",10963,"UU",2023,"7",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"1",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"2",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"3",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"4",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"5",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"6",0,0,0
"10965 _ 1 _ 2023",10965,"HB",2023,"7",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"1",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"2",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"3",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"4",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"5",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"6",0,0,0
"10968 _ 1 _ 2023",10968,"HU",2023,"7",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"1",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"2",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"3",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"4",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"5",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"6",0,0,0
"10968 _ 1 _ 2024",10968,"HU",2024,"7",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"1",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"2",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"3",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"4",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"5",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"6",0,0,0
"11079 _ 1 _ 2023",11079,"HB",2023,"7",0,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"1",0,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"2",0,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"3",0,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"4",1,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"5",0,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"6",0,0,0
"11081 _ 1 _ 2024",11081,"BS",2024,"7",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"1",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"2",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"3",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"4",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"5",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"6",0,0,0
"11084 _ 1 _ 2024",11084,"BS",2024,"7",0,0,0
"12033 _ 1 _ 2023",12033,"BU",2023,"1",0,0,0
"12033 _ 1 _ 2023",12033,"BU",2023,"2",1,1,0
"12033 _ 1 _ 2023",12033,"BU",2023,"3",0,1,0
"12033 _ 1 _ 2023",12033,"BU",2023,"4",0,0,1
"12033 _ 1 _ 2023",12033,"BU",2023,"5",1,1,1
"12033 _ 1 _ 2023",12033,"BU",2023,"6",1,1,0
"12033 _ 1 _ 2023",12033,"BU",2023,"7",0,1,0
"12033 _ 1 _ 2024",12033,"BU",2024,"1",0,0,0
"12033 _ 1 _ 2024",12033,"BU",2024,"2",0,0,0
"12033 _ 1 _ 2024",12033,"BU",2024,"3",1,0,0
"12033 _ 1 _ 2024",12033,"BU",2024,"4",0,0,0
"12033 _ 1 _ 2024",12033,"BU",2024,"5",0,0,0
"12033 _ 1 _ 2024",12033,"BU",2024,"6",0,0,0
"12033 _ 1 _ 2024",12033,"BU",2024,"7",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"1",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"2",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"3",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"4",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"5",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"6",0,0,0
"12098 _ 1 _ 2023",12098,"BU",2023,"7",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"1",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"2",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"3",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"4",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"5",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"6",0,0,0
"12098 _ 1 _ 2024",12098,"BU",2024,"7",1,0,0
"12213 _ 1 _ 2023",12213,"UU",2023,"1",1,0,0
"12213 _ 1 _ 2023",12213,"UU",2023,"2",1,0,0
"12213 _ 1 _ 2023",12213,"UU",2023,"3",0,1,1
"12213 _ 1 _ 2023",12213,"UU",2023,"4",1,0,0
"12213 _ 1 _ 2023",12213,"UU",2023,"5",0,0,1
"12213 _ 1 _ 2023",12213,"UU",2023,"6",0,0,0
"12213 _ 1 _ 2023",12213,"UU",2023,"7",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"1",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"2",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"3",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"4",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"5",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"6",0,0,0
"12213 _ 1 _ 2024",12213,"UU",2024,"7",0,0,1
"12239 _ 1 _ 2023",12239,"UU",2023,"1",0,0,0
"12239 _ 1 _ 2023",12239,"UU",2023,"2",0,0,0
"12239 _ 1 _ 2023",12239,"UU",2023,"3",0,0,0
"12239 _ 1 _ 2023",12239,"UU",2023,"4",0,0,0
"12239 _ 1 _ 2023",12239,"UU",2023,"5",0,0,0
"12239 _ 1 _ 2023",12239,"UU",2023,"6",0,0,0
"12239 _ 1 _ 2023",12239,"UU",2023,"7",0,0,0
"12239 _ 1 _ 2024",12239,"UU",2024,"1",1,0,0
"12239 _ 1 _ 2024",12239,"UU",2024,"2",0,1,0
"12239 _ 1 _ 2024",12239,"UU",2024,"3",0,0,0
"12239 _ 1 _ 2024",12239,"UU",2024,"4",0,0,0
"12239 _ 1 _ 2024",12239,"UU",2024,"5",0,0,0
"12239 _ 1 _ 2024",12239,"UU",2024,"6",0,0,0
"12239 _ 1 _ 2024",12239,"UU",2024,"7",0,0,0
"12349 _ 1 _ 2023",12349,"BU",2023,"1",0,0,0
"12349 _ 1 _ 2023",12349,"BU",2023,"2",0,0,0
"12349 _ 1 _ 2023",12349,"BU",2023,"3",0,0,0
"12349 _ 1 _ 2023",12349,"BU",2023,"4",0,0,0
"12349 _ 1 _ 2023",12349,"BU",2023,"5",0,0,1
"12349 _ 1 _ 2023",12349,"BU",2023,"6",0,0,0
"12349 _ 1 _ 2023",12349,"BU",2023,"7",1,0,0
"12349 _ 1 _ 2024",12349,"BU",2024,"1",0,0,0
"12349 _ 1 _ 2024",12349,"BU",2024,"2",0,0,0
"12349 _ 1 _ 2024",12349,"BU",2024,"3",1,1,1
"12349 _ 1 _ 2024",12349,"BU",2024,"4",0,0,1
"12349 _ 1 _ 2024",12349,"BU",2024,"5",1,0,0
"12349 _ 1 _ 2024",12349,"BU",2024,"6",0,1,1
"12349 _ 1 _ 2024",12349,"BU",2024,"7",0,1,0
"12351 _ 1 _ 2023",12351,"BU",2023,"1",0,0,0
"12351 _ 1 _ 2023",12351,"BU",2023,"2",0,0,0
"12351 _ 1 _ 2023",12351,"BU",2023,"3",0,0,1
"12351 _ 1 _ 2023",12351,"BU",2023,"4",0,0,0
"12351 _ 1 _ 2023",12351,"BU",2023,"5",0,0,0
"12351 _ 1 _ 2023",12351,"BU",2023,"6",1,0,0
"12351 _ 1 _ 2023",12351,"BU",2023,"7",0,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"1",0,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"2",0,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"3",0,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"4",0,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"5",1,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"6",0,0,0
"12362 _ 1 _ 2023",12362,"HB",2023,"7",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"1",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"2",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"3",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"4",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"5",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"6",0,0,0
"12362 _ 1 _ 2024",12362,"HB",2024,"7",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"1",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"2",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"3",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"4",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"5",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"6",0,0,0
"12364 _ 1 _ 2023",12364,"HB",2023,"7",0,0,0
"12364 _ 1 _ 2024",12364,"HB",2024,"1",0,0,0
"12364 _ 1 _ 2024",12364,"HB",2024,"2",0,0,0
"12364 _ 1 _ 2024",12364,"HB",2024,"3",0,0,0
"12364 _ 1 _ 2024",12364,"HB",2024,"4",1,0,0
