"site_id","stand","trt","year","subplot","V1","V2","V3","jul_date","lat","long","elev","temp","DW","owner","mgmt_type","BS","HB","UU","HU","BU"
"10153 _ 1 _ 2024","10153","BS",2024,2,0,0,0,129,45.116638,-122.342062,2588,46.8,64,"WY","0",1,0,0,0,0
"10153 _ 1 _ 2024","10153","BS",2024,3,0,0,0,129,45.116638,-122.342062,2588,46.8,64,"WY","0",1,0,0,0,0
"10153 _ 1 _ 2024","10153","BS",2024,4,0,0,0,129,45.116638,-122.342062,2588,46.8,64,"WY","0",1,0,0,0,0
"10153 _ 1 _ 2024","10153","BS",2024,5,0,0,0,129,45.116638,-122.342062,2588,46.8,64,"WY","0",1,0,0,0,0
"10153 _ 1 _ 2024","10153","BS",2024,6,0,0,0,129,45.116638,-122.342062,2588,46.8,64,"WY","0",1,0,0,0,0
"10153 _ 1 _ 2024","10153","BS",2024,7,0,0,0,129,45.116638,-122.342062,2588,46.8,64,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,1,0,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,2,0,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,3,0,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,4,1,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,5,0,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,6,0,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2023","10185","BS",2023,7,0,0,0,100,45.08915,-122.34858,2137.86,45.3,47,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,1,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,2,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,3,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,4,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,5,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,6,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10185 _ 1 _ 2024","10185","BS",2024,7,0,0,0,142,45.087933,-122.345356,2131,56.9,49,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,1,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,2,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,3,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,4,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,5,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,6,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10258 _ 1 _ 2023","10258","BS",2023,7,0,0,0,79,45.00723,-122.50957,1886.29,44,41,"WY","0",1,0,0,0,0
"10302 _ 1 _ 2023","10302","UU",2023,1,0,0,0,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2023","10302","UU",2023,2,0,0,0,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2023","10302","UU",2023,3,0,0,0,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2023","10302","UU",2023,4,0,0,0,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2023","10302","UU",2023,5,0,0,0,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2023","10302","UU",2023,6,0,1,0,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2023","10302","UU",2023,7,1,0,1,121,45.148262,-122.327983,2607.29,42.7,29,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,1,0,0,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,2,0,0,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,3,0,0,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,4,0,0,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,5,0,0,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,6,0,1,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10302 _ 1 _ 2024","10302","UU",2024,7,0,0,0,115,45.151407,-122.324939,2502,51.2,42,"BLM","1",0,0,1,0,0
"10399 _ 1 _ 2023","10399","HU",2023,1,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2023","10399","HU",2023,2,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2023","10399","HU",2023,3,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2023","10399","HU",2023,4,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2023","10399","HU",2023,5,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2023","10399","HU",2023,6,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2023","10399","HU",2023,7,0,0,0,129,45.007055,-122.401084,2863.57,50.7,52,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,1,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,2,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,3,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,4,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,5,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,6,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10399 _ 1 _ 2024","10399","HU",2024,7,0,0,0,128,45.006865,-122.397391,2828,40.7,56,"WY","0",0,0,0,1,0
"10403 _ 1 _ 2023","10403","BS",2023,1,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2023","10403","BS",2023,2,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2023","10403","BS",2023,3,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2023","10403","BS",2023,4,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2023","10403","BS",2023,5,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2023","10403","BS",2023,6,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2023","10403","BS",2023,7,0,0,0,81,45.04679,-122.41316,2089.57,58.9,32,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,1,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,2,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,3,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,4,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,5,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,6,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10403 _ 1 _ 2024","10403","BS",2024,7,0,0,0,136,45.047758,-122.413473,2141,64.5,48,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,1,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,2,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,3,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,4,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,5,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,6,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2023","10422","BS",2023,7,0,0,0,89,45.07703,-122.41845,1492,48,62,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,1,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,2,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,3,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,4,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,5,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,6,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 1 _ 2024","10422","BS",2024,7,0,0,0,100,45.076974,-122.420849,1445,62.1,49,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,1,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,2,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,3,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,4,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,5,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,6,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10422 _ 2 _ 2024","10422","BS",2024,7,0,0,0,148,45.074366,-122.414007,1761,70.4,43,"WY","0",1,0,0,0,0
"10439 _ 1 _ 2023","10439","UU",2023,1,0,0,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2023","10439","UU",2023,2,0,0,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2023","10439","UU",2023,3,0,1,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2023","10439","UU",2023,4,0,0,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2023","10439","UU",2023,5,0,0,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2023","10439","UU",2023,6,0,0,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2023","10439","UU",2023,7,0,0,0,124,45.141325,-122.350265,2777.14,45,36,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,1,0,0,0,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,2,0,0,0,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,3,0,0,0,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,4,0,0,0,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,5,0,0,0,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,6,0,1,0,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10439 _ 1 _ 2024","10439","UU",2024,7,0,1,1,116,45.138558,-122.352261,2791,43,47,"BLM","1",0,0,1,0,0
"10444 _ 1 _ 2023","10444","HU",2023,1,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2023","10444","HU",2023,2,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2023","10444","HU",2023,3,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2023","10444","HU",2023,4,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2023","10444","HU",2023,5,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2023","10444","HU",2023,6,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2023","10444","HU",2023,7,0,0,0,81,45.04747,-122.4257,2159.57,50.5,34,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,1,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,2,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,3,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,4,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,5,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,6,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10444 _ 1 _ 2024","10444","HU",2024,7,0,0,0,136,45.04662,-122.424056,2151,70.8,63,"WY","0",0,0,0,1,0
"10463 _ 1 _ 2024","10463","BS",2024,1,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10463 _ 1 _ 2024","10463","BS",2024,2,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10463 _ 1 _ 2024","10463","BS",2024,3,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10463 _ 1 _ 2024","10463","BS",2024,4,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10463 _ 1 _ 2024","10463","BS",2024,5,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10463 _ 1 _ 2024","10463","BS",2024,6,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10463 _ 1 _ 2024","10463","BS",2024,7,0,0,0,100,45.0787,-122.419151,1388,55.2,37,"WY","0",1,0,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,1,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,2,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,3,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,4,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,5,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,6,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2023","10467","HB",2023,7,0,0,0,73,45.079726,-122.410628,1550.98,33.1,25,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,1,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,2,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,3,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,4,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,5,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,6,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10467 _ 1 _ 2024","10467","HB",2024,7,0,0,0,100,45.078123,-122.414782,1523,53.5,43,"WY","0",0,1,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,1,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,2,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,3,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,4,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,5,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,6,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 1 _ 2024","10471","BS",2024,7,0,0,0,148,45.078283,-122.399109,2140,55.6,61,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,1,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,2,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,3,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,4,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,5,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,6,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10471 _ 2 _ 2024","10471","BS",2024,7,0,0,0,148,45.077703,-122.397192,2212,65.5,52,"WY","0",1,0,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,1,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,2,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,3,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,4,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,5,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,6,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
"10488 _ 1 _ 2023","10488","HB",2023,7,0,0,0,80,45.05027,-122.40631,2359.14,47.9,30,"WY","0",0,1,0,0,0
