"elev","temp","hum","site_id","trt","date_mdy"
-0.408286409680303,-0.0535927461949922,0.199993796125719,"12098 _ 1 _ 2023","BU","2023-05-02"
-2.08401788776675,0.185911624996335,0.0491730260229483,"12213 _ 1 _ 2023","UU","2023-04-24"
-2.00067391164214,-0.404865823942285,-0.537536343387829,"12239 _ 1 _ 2023","UU","2023-03-15"
-0.539786559258382,0.187363166639918,0.279547608927183,"12349 _ 1 _ 2023","BU","2023-05-02"
-0.545926644063582,1.27166477439704,-1.59991121850735,"12351 _ 1 _ 2023","BU","2023-05-23"
0.224653998989316,1.00312957033404,-0.898843243194465,"12362 _ 1 _ 2023","HB","2023-04-25"
-0.264250253624917,0.518314661377036,-0.3345083836341,"12364 _ 1 _ 2023","HB","2023-04-25"
0.339780589086851,0.245424832383274,0.381475931579057,"12392 _ 1 _ 2023","BU","2023-05-11"
0.331849646213467,0.76797982407345,-0.589743533038789,"12421 _ 1 _ 2023","BU","2023-04-27"
0.205210397106162,2.18758755149844,-1.63388732605797,"12441 _ 1 _ 2023","BU","2023-04-27"
-0.769016391985935,0.431222162762002,-0.371799233384782,"12560 _ 1 _ 2023","BU","2023-04-26"
-0.384493581060133,-0.686464902797552,1.54992255710052,"12804 _ 1 _ 2023","BU","2023-05-08"
-0.112794828429942,-0.743075026897316,1.11569132889254,"12805 _ 1 _ 2023","BU","2023-05-08"
-1.66257781694968,-1.64883701249363,0.751069686885843,"13924 _ 1 _ 2023","UU","2023-03-16"
-1.08727745438891,-0.266969367801816,-0.79028543614247,"15562 _ 1 _ 2023","BU","2023-03-27"
-0.369910879647773,-0.416478157090954,0.285348407777289,"16804 _ 1 _ 2023","BU","2023-03-29"
2.17387508777416,0.625728743002234,-1.26926568405127,"20039 _ 1 _ 2023","HU","2023-06-01"
1.0909176302566,0.406545954821081,-0.836691826943322,"20053 _ 1 _ 2023","HU","2023-06-01"
0.0240778953527077,0.326711164423968,-0.456325159486338,"20550 _ 1 _ 2023","HU","2023-06-02"
-1.21263751916179,1.23247315002028,-0.196946582331571,"20616 _ 1 _ 2023","UU","2023-05-15"
2.56965472084282,1.83921755703833,-1.16153656254929,"21026 _ 1 _ 2023","HU","2023-05-17"
1.91727071029007,2.82191124974459,-1.43085936630424,"21159 _ 1 _ 2023","HU","2023-05-17"
-1.33876509453532,0.0886583348762235,-0.733106133191418,"25954 _ 1 _ 2023","BU","2023-05-23"
-0.852675047456805,2.21661838437012,-1.06043692544744,"29121 _ 1 _ 2023","UU","2023-05-15"
-0.595303159372086,1.41827048039901,-0.138109908280491,"29122 _ 1 _ 2023","UU","2023-05-16"
-0.776947334859318,0.56911861890247,0.557157268182283,"29123 _ 1 _ 2023","UU","2023-05-16"
-0.341768824290606,1.44149514669636,-0.0900461463796096,"29429 _ 1 _ 2023","UU","2023-05-18"
-0.23892240380347,1.35004802315057,-0.949393061745396,"29431 _ 1 _ 2023","UU","2023-06-02"
-0.148356152926734,0.595246368486974,0.454400259980393,"29889 _ 1 _ 2023","UU","2023-05-18"
-0.312603421465885,-0.753235818402403,0.804934247636837,"33628 _ 1 _ 2023","HB","2023-04-06"
0.013076910076715,-1.15821593696229,1.47534085759915,"33651 _ 1 _ 2023","HB","2023-04-11"
0.0396839442325864,0.00301737790477158,0.592790746832937,"33689 _ 1 _ 2023","HU","2023-04-06"
-0.510365319566791,-0.854843733453271,-0.33202232698405,"33754 _ 1 _ 2023","HU","2023-04-05"
1.08273085051632,-0.854843733453271,1.69991464165328,"33810 _ 1 _ 2023","HU","2023-04-10"
0.681578643243106,-0.680658736223212,-0.684213685740523,"34007 _ 1 _ 2023","HB","2023-04-17"
-2.14055783534799,-0.574696196241596,0.80742030428688,"34017 _ 1 _ 2023","HU","2023-04-20"
-0.716569834274821,-1.02612564739616,0.772615511186241,"408143 _ 1 _ 2023","HU","2023-04-04"
0.0299621432910187,-0.725656527174317,-0.00220547807799063,"408161 _ 1 _ 2023","HU","2023-04-05"
0.360247538437523,-1.29611239310276,0.960727131039699,"408162 _ 1 _ 2023","HU","2023-04-12"
-0.313370932066551,-0.797507838531711,0.0321849722476386,"408178 _ 1 _ 2023","BS","2023-04-18"
-0.313370932066551,-0.797507838531711,0.0321849722476386,"408178 _ 2 _ 2023","HB","2023-04-19"
0.21774640358345,-1.59077534675028,1.69991464165328,"408180 _ 1 _ 2023","HB","2023-04-11"
-0.670263361368926,1.01764498676987,-1.25849277190107,"9757 _ 1 _ 2024","BU","2024-04-10"
-1.77701364750664,0.0218874192713626,0.0930933601737574,"10024 _ 1 _ 2024","BS","2024-03-26"
0.173230788745739,-1.03483489725767,0.725380434835374,"10078 _ 1 _ 2024","HB","2024-04-03"
1.3641514040881,-0.689367986084717,1.46788268764901,"10153 _ 1 _ 2024","BS","2024-05-08"
1.21013761022428,-0.242293159860895,0.151101348674823,"10302 _ 1 _ 2024","UU","2024-04-24"
1.79395734045226,-1.30917626789501,1.35186671064688,"10399 _ 1 _ 2024","HU","2024-05-07"
0.563637847609851,1.10909211031566,-0.678412886890416,"10403 _ 1 _ 2024","BS","2024-05-15"
-0.682799367846214,0.865233114193572,-0.202747381181677,"10422 _ 1 _ 2024","BS","2024-04-09"
1.72769559192945,-1.07547806327802,1.05022517044134,"10439 _ 1 _ 2024","UU","2024-04-25"
0.581546428291691,1.74922197513613,-1.15987919144926,"10444 _ 1 _ 2024","HU","2024-05-15"
-0.784878277732702,0.164138500342579,-0.365169748984661,"10463 _ 1 _ 2024","BS","2024-04-09"
-0.543112438527862,-0.00859495524389762,-0.63780729493967,"10467 _ 1 _ 2024","HB","2024-04-09"
-0.956800652278366,0.286067998403621,0.284519722227274,"10506 _ 1 _ 2024","BS","2024-03-26"
-0.0237635987545014,-0.313418700396503,-0.289759363933276,"10956 _ 1 _ 2024","BS","2024-04-03"
1.49667490113372,-0.994191731237322,0.574559664732602,"10968 _ 1 _ 2024","HU","2024-05-07"
0.248446827609467,1.61713168557,-1.38030954775331,"11081 _ 1 _ 2024","BS","2024-05-09"
0.583337286359875,0.641695701081661,-0.533392915637752,"11084 _ 1 _ 2024","BS","2024-05-09"
0.0102627045409947,0.834750739678311,-0.568197708738391,"12033 _ 1 _ 2024","BU","2024-05-13"
-2.13518526114344,0.662017284091835,-0.759624070791908,"12213 _ 1 _ 2024","UU","2024-04-11"
-2.06892351262063,-0.242293159860895,0.429539693479938,"12239 _ 1 _ 2024","UU","2024-04-11"
-0.419543231823166,-0.110202870294766,0.441141291180151,"12349 _ 1 _ 2024","BU","2024-05-02"
0.252028543745835,-1.03483489725767,1.25905392904518,"12362 _ 1 _ 2024","HB","2024-04-15"
-0.0452538955727094,-0.465830572972806,1.69991464165328,"12364 _ 1 _ 2024","HB","2024-04-15"
0.355898311700507,0.397836704959576,-0.185344984631358,"12421 _ 1 _ 2024","BU","2024-05-14"
0.101596466018379,1.24118239988178,-0.347767352434341,"12441 _ 1 _ 2024","BU","2024-05-14"
-0.695335374323502,0.357193538939229,-2.15761659366759,"12560 _ 1 _ 2024","BU","2024-04-18"
-0.800996000346358,1.60697089406491,-2.73189567982814,"12776 _ 1 _ 2024","BU","2024-04-18"
-0.211803695913821,-0.953548565216974,0.771786825636226,"12804 _ 1 _ 2024","BU","2024-04-30"
-0.150914521595565,-1.35998022542045,0.922607595738997,"12805 _ 1 _ 2024","BU","2024-04-30"
-0.35865405750491,-0.404865823942285,0.412137296929619,"12806 _ 1 _ 2024","BU","2024-05-02"
-1.49943064693812,0.77378599064779,-0.811831260442867,"13924 _ 1 _ 2024","UU","2024-04-01"
-0.765178838982678,0.0828521683018839,-0.533392915637752,"15562 _ 1 _ 2024","BU","2024-04-01"
2.3043518898847,-0.5471169050135,1.69991464165328,"20039 _ 1 _ 2024","HU","2024-05-01"
1.18327473920152,-1.28885468488484,0.261316526826848,"20053 _ 1 _ 2024","HU","2024-05-01"
-0.00227330193629334,1.12941369332583,-0.759624070791908,"20550 _ 1 _ 2024","HU","2024-04-02"
-1.19319391727865,-0.00859495524389762,0.32512531417802,"20616 _ 1 _ 2024","UU","2024-03-21"
-0.840394877846406,-0.933226982206801,1.14883875089315,"29121 _ 1 _ 2024","UU","2024-03-25"
-0.369399205914014,-1.06531727177293,1.69991464165328,"29122 _ 1 _ 2024","UU","2024-03-27"
-0.700707948528054,-0.740171943610151,1.23585073364475,"29123 _ 1 _ 2024","UU","2024-03-27"
-0.548485012732414,-0.699528777589803,-0.475384927136686,"29429 _ 1 _ 2024","UU","2024-04-16"
-0.206431121709269,1.45455902148861,-1.21788717995033,"29431 _ 1 _ 2024","UU","2024-04-02"
-0.206431121709269,-0.506473738993153,-0.730620076541375,"29889 _ 1 _ 2024","UU","2024-04-16"
-0.152705379663749,2.06420651179382,-2.6100789039759,"33628 _ 1 _ 2024","HB","2024-04-23"
-0.0112275922772134,1.65777485159035,-2.46505893272324,"33651 _ 1 _ 2024","HB","2024-04-23"
0.284263988973147,1.44439822998352,-1.75156067416013,"33689 _ 1 _ 2024","HU","2024-04-22"
0.891364874087523,-0.638564028559283,1.06762756699166,"33810 _ 1 _ 2024","HU","2024-04-25"
0.549310983064379,0.286067998403621,-1.58913830635715,"34007 _ 1 _ 2024","HB","2024-04-22"
-2.08862295137065,-0.394705032437198,-0.144739392680612,"34017 _ 1 _ 2024","HU","2024-03-28"
-0.48401412227779,0.489283828505358,-0.318763358183809,"408143 _ 1 _ 2024","HU","2024-05-08"
0.253819401814019,-0.770654318125411,-0.0809306053294396,"408162 _ 1 _ 2024","HU","2024-04-24"
0.291427421245883,0.336871955929055,-2.09960860516653,"408180 _ 1 _ 2024","HB","2024-04-23"
-0.133005940913725,-0.333740283406677,0.0814917624735441,"408178 _ 1 _ 2024","BS","2024-04-10"
-0.553857586936966,0.560409369040966,-0.846636053543506,"408178 _ 2 _ 2024","HB","2024-04-10"
0.545729266928011,0.336871955929055,-0.0867314041795459,"10185 _ 1 _ 2024","BS","2024-05-21"
0.846593422382923,-0.293097117386329,0.93420919343921,"10597 _ 1 _ 2024","HB","2024-05-21"
-0.315673463868494,-0.404865823942285,0.539754871631963,"12098 _ 1 _ 2024","BU","2024-05-23"
-1.31676312398335,1.10909211031566,-0.388372944385088,"20626 _ 1 _ 2024","HU","2024-05-23"
0.561846989541667,0.204781666362926,0.446942090030259,"10471 _ 1 _ 2024","BS","2024-05-27"
-0.116888218300069,1.70857880911578,-0.927847237444998,"10422 _ 2 _ 2024","BS","2024-05-27"
0.690788770450915,1.21070002536652,0.272918124527062,"10471 _ 2 _ 2024","BS","2024-05-27"
