"site_id","landowner","stand","site_rep","trt","year","subplot","date","date_mdy","dwd_type","size_cl","decay_cl","char_cl","length_cl"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"4","3/30/2023",2023-03-30,"L","1","1","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"4","3/30/2023",2023-03-30,"L","1","1","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"5","3/30/2023",2023-03-30,"L","1","1","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"5","3/30/2023",2023-03-30,"L","1","1","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"5","3/30/2023",2023-03-30,"L","1","1","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"5","3/30/2023",2023-03-30,"L","1","1","1","3"
"10550 _ 1 _ 2023","WY","10550",1,"BS",2023,"3","3/30/2023",2023-03-30,"L","1","1","1","2"
"10550 _ 1 _ 2023","WY","10550",1,"BS",2023,"5","3/30/2023",2023-03-30,"S","1","1","1","0"
"10550 _ 1 _ 2023","WY","10550",1,"BS",2023,"6","3/30/2023",2023-03-30,"S","2","1","1","0"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","2"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","1"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","2"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","3"
"10422 _ 1 _ 2023","WY","10422",1,"BS",2023,"2","3/30/2023",2023-03-30,"L","1","2","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","2","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","2","1","3"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","2","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","2","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"L","1","2","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"L","1","2","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"6","4/4/2023",2023-04-04,"L","1","2","1","3"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"S","1","2","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","2","2","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"3","4/4/2023",2023-04-04,"S","2","2","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"4","4/4/2023",2023-04-04,"S","2","2","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","2","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","2","3","1","3"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"L","1","3","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"3","4/4/2023",2023-04-04,"L","2","3","1","3"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"3","4/4/2023",2023-04-04,"L","1","3","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"5","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"6","4/4/2023",2023-04-04,"L","1","3","1","3"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"6","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"6","4/4/2023",2023-04-04,"L","1","3","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"6","4/4/2023",2023-04-04,"L","1","3","1","1"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"7","4/4/2023",2023-04-04,"L","1","3","1","2"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"1","4/4/2023",2023-04-04,"S","1","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","2","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","1","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","1","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","1","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","1","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"2","4/4/2023",2023-04-04,"S","2","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"6","4/4/2023",2023-04-04,"S","1","3","1","0"
"408143 _ 1 _ 2023","PB","408143",1,"HU",2023,"7","4/4/2023",2023-04-04,"S","1","3","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"L","1","1","1","3"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"L","1","1","1","3"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"L","1","1","1","1"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","1","1","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"5","4/5/2023",2023-04-05,"S","2","1","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","2","1","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","1","1","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","1","1","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","1","1","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"S","1","1","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"S","2","1","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"1","4/5/2023",2023-04-05,"L","1","2","1","2"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"1","4/5/2023",2023-04-05,"L","1","2","1","2"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"2","4/5/2023",2023-04-05,"L","1","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"1","4/5/2023",2023-04-05,"L","1","2","1","3"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"2","4/5/2023",2023-04-05,"L","2","2","1","1"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"2","4/5/2023",2023-04-05,"L","2","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"2","4/5/2023",2023-04-05,"L","1","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"L","1","2","1","3"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"L","1","2","1","3"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"L","1","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"L","2","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"L","2","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"L","1","2","1","2"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"L","1","2","1","3"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"7","4/5/2023",2023-04-05,"L","1","2","1","3"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"1","4/5/2023",2023-04-05,"S","2","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"1","4/5/2023",2023-04-05,"S","2","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"1","4/5/2023",2023-04-05,"S","2","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"2","4/5/2023",2023-04-05,"S","2","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","1","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","1","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"5","4/5/2023",2023-04-05,"S","1","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"6","4/5/2023",2023-04-05,"S","1","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"6","4/5/2023",2023-04-05,"S","1","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"7","4/5/2023",2023-04-05,"S","2","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"7","4/5/2023",2023-04-05,"S","1","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"1","4/5/2023",2023-04-05,"S","2","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"1","4/5/2023",2023-04-05,"S","2","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"1","4/5/2023",2023-04-05,"S","2","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"2","4/5/2023",2023-04-05,"S","1","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"2","4/5/2023",2023-04-05,"S","1","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"3","4/5/2023",2023-04-05,"S","2","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"4","4/5/2023",2023-04-05,"S","2","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"S","1","2","1","0"
"408161 _ 1 _ 2023","PB","408161",1,"HU",2023,"6","4/5/2023",2023-04-05,"S","1","2","1","0"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"4","4/5/2023",2023-04-05,"L","2","3","1","2"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"4","4/5/2023",2023-04-05,"L","2","3","1","3"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"4","4/5/2023",2023-04-05,"L","1","3","1","3"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"4","4/5/2023",2023-04-05,"L","1","3","1","3"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"4","4/5/2023",2023-04-05,"L","1","3","1","3"
"33754 _ 1 _ 2023","PB","33754",1,"HU",2023,"4","4/5/2023",2023-04-05,"L","1","3","1","1"
